Data;Estado;Nome;Capacidade (hm³);Cota (m);Volume Útil (hm³);Volume (%);precipitacao;temperatura;oni_total;oni_anomala
2011-01-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4992.0;157764.0;6648.0;0.26;29.06;25.22;-1.31
2011-01-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4991.0;157630.0;6642.0;0.16;29.33;25.22;-1.31
2011-01-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4990.0;157497.0;6637.0;0.38;28.95;25.22;-1.31
2011-01-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4990.0;157497.0;6637.0;13.56;26.89;25.22;-1.31
2011-01-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4989.0;157363.0;6631.0;7.44;25.89;25.22;-1.31
2011-01-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4988.0;157229.0;6626.0;19.39;25.27;25.22;-1.31
2011-01-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4988.0;157229.0;6626.0;7.76;25.47;25.22;-1.31
2011-01-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4988.0;157229.0;6626.0;13.58;26.27;25.22;-1.31
2011-01-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;4992.0;157764.0;6648.0;21.13;25.56;25.22;-1.31
2011-01-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5013.0;160571.0;6766.0;6.81;26.26;25.22;-1.31
2011-01-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5030.0;162843.0;6862.0;1.07;26.73;25.22;-1.31
2011-01-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5036.0;163645.0;6896.0;0.43;27.41;25.22;-1.31
2011-01-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5039.0;164046.0;6913.0;3.5;27.19;25.22;-1.31
2011-01-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5044.0;164715.0;6941.0;2.88;27.35;25.22;-1.31
2011-01-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5048.0;165249.0;6964.0;4.14;27.21;25.22;-1.31
2011-01-31;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5052.0;165784.0;6986.0;1.17;27.37;25.22;-1.31
2011-02-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5054.0;166051.0;6997.0;0.72;28.14;25.68;-1.04
2011-02-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5054.0;166051.0;6997.0;3.53;27.57;25.68;-1.04
2011-02-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5058.0;166586.0;7020.0;2.06;28.26;25.68;-1.04
2011-02-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5060.0;166853.0;7031.0;1.24;27.8;25.68;-1.04
2011-02-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5066.0;167655.0;7065.0;1.28;28.17;25.68;-1.04
2011-02-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5070.0;168190.0;7087.0;0.01;28.58;25.68;-1.04
2011-02-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5074.0;168725.0;7110.0;0.01;29.09;25.68;-1.04
2011-02-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5075.0;168858.0;7116.0;0.01;28.91;25.68;-1.04
2011-02-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5076.0;168992.0;7121.0;0.01;28.9;25.68;-1.04
2011-02-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5077.0;169126.0;7127.0;0.13;29.05;25.68;-1.04
2011-02-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5082.0;169794.0;7155.0;0.44;29.34;25.68;-1.04
2011-02-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5084.0;170061.0;7166.0;1.07;28.0;25.68;-1.04
2011-02-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5084.0;170061.0;7166.0;5.26;27.12;25.68;-1.04
2011-02-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5086.0;170329.0;7178.0;7.74;26.4;25.68;-1.04
2011-02-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5088.0;170596.0;7189.0;9.69;26.9;25.68;-1.04
2011-02-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5088.0;170596.0;7189.0;0.24;27.73;25.68;-1.04
2011-02-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5088.0;170596.0;7189.0;1.58;27.47;25.68;-1.04
2011-02-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5086.0;170329.0;7178.0;1.63;28.15;25.68;-1.04
2011-02-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5086.0;170329.0;7178.0;7.15;27.96;25.68;-1.04
2011-02-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5090.0;170863.0;7200.0;8.09;25.88;25.68;-1.04
2011-02-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5097.0;171799.0;7240.0;10.09;26.26;25.68;-1.04
2011-02-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5103.0;172688.0;7277.0;16.32;26.72;25.68;-1.04
2011-02-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5109.0;173664.0;7318.0;30.65;26.62;25.68;-1.04
2011-02-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5116.0;174803.0;7366.0;29.04;26.79;25.68;-1.04
2011-02-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5120.0;175453.0;7394.0;6.85;26.65;25.68;-1.04
2011-02-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5123.0;175941.0;7414.0;3.93;26.89;25.68;-1.04
2011-02-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5129.0;176917.0;7455.0;3.33;26.24;25.68;-1.04
2011-02-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5138.0;178381.0;7517.0;13.7;25.72;25.68;-1.04
2011-03-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5165.0;182773.0;7702.0;12.88;25.65;26.37;-0.8
2011-03-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5190.0;186840.0;7873.0;2.55;26.23;26.37;-0.8
2011-03-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5212.0;190419.0;8024.0;0.95;27.07;26.37;-0.8
2011-03-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5227.0;192859.0;8127.0;4.97;26.23;26.37;-0.8
2011-03-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5241.0;195136.0;8223.0;1.34;27.1;26.37;-0.8
2011-03-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5255.0;197413.0;8319.0;0.22;27.11;26.37;-0.8
2011-03-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5268.0;199528.0;8408.0;0.17;27.0;26.37;-0.8
2011-03-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5279.0;201317.0;8483.0;3.0;26.26;26.37;-0.8
2011-03-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5286.0;202456.0;8531.0;6.37;26.24;26.37;-0.8
2011-03-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5290.0;203107.0;8559.0;3.95;26.51;26.37;-0.8
2011-03-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5292.0;203433.0;8573.0;4.91;26.86;26.37;-0.8
2011-03-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5293.0;203595.0;8579.0;7.59;27.02;26.37;-0.8
2011-03-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5294.0;203757.0;8586.0;1.11;27.06;26.37;-0.8
2011-03-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5294.0;203757.0;8586.0;1.23;27.4;26.37;-0.8
2011-03-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5293.0;203533.0;8577.0;11.51;25.88;26.37;-0.8
2011-03-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5298.0;204408.0;8614.0;5.35;26.35;26.37;-0.8
2011-03-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;0.9;27.06;26.37;-0.8
2011-03-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;0.26;27.3;26.37;-0.8
2011-03-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;0.01;27.75;26.37;-0.8
2011-03-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;4.66;27.8;26.37;-0.8
2011-03-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;0.42;27.8;26.37;-0.8
2011-03-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;0.01;27.97;26.37;-0.8
2011-03-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;0.46;28.14;26.37;-0.8
2011-03-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5300.0;204733.0;8627.0;22.54;27.08;26.37;-0.8
2011-03-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;4.21;26.31;26.37;-0.8
2011-03-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;0.08;27.05;26.37;-0.8
2011-03-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;2.38;26.86;26.37;-0.8
2011-03-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;4.69;27.05;26.37;-0.8
2011-03-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;0.29;27.94;26.37;-0.8
2011-03-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;0.05;27.87;26.37;-0.8
2011-03-31;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5303.0;205221.0;8648.0;1.15;27.75;26.37;-0.8
2011-04-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;2.78;27.49;26.95;-0.62
2011-04-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;5.58;27.23;26.95;-0.62
2011-04-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;1.75;27.87;26.95;-0.62
2011-04-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;6.45;27.54;26.95;-0.62
2011-04-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;4.14;27.48;26.95;-0.62
2011-04-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5302.0;205059.0;8641.0;0.12;27.69;26.95;-0.62
2011-04-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5301.0;204896.0;8634.0;0.06;27.74;26.95;-0.62
2011-04-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5299.0;204571.0;8621.0;9.2;27.53;26.95;-0.62
2011-04-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5298.0;204408.0;8614.0;8.22;26.22;26.95;-0.62
2011-04-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5297.0;204245.0;8607.0;15.08;26.34;26.95;-0.62
2011-04-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5297.0;204245.0;8607.0;15.4;25.88;26.95;-0.62
2011-04-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5306.0;205709.0;8668.0;9.09;25.33;26.95;-0.62
2011-04-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5320.0;207987.0;8764.0;2.31;25.49;26.95;-0.62
2011-04-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5329.0;209451.0;8826.0;1.28;26.66;26.95;-0.62
2011-04-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5330.0;209613.0;8833.0;7.21;25.97;26.95;-0.62
2011-04-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5332.0;209939.0;8847.0;1.6;25.72;26.95;-0.62
2011-04-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5332.0;209939.0;8847.0;5.26;25.77;26.95;-0.62
2011-04-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5331.0;209776.0;8840.0;10.43;25.34;26.95;-0.62
2011-04-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5331.0;209776.0;8840.0;20.2;25.05;26.95;-0.62
2011-04-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5336.0;210589.0;8874.0;10.98;26.01;26.95;-0.62
2011-04-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5342.0;211565.0;8915.0;14.65;25.35;26.95;-0.62
2011-04-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5382.0;218072.0;9189.0;3.23;25.92;26.95;-0.62
2011-04-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5406.0;222140.0;9361.0;2.32;26.33;26.95;-0.62
2011-04-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5418.0;224420.0;9457.0;11.36;26.03;26.95;-0.62
2011-04-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5424.0;225560.0;9505.0;7.64;26.43;26.95;-0.62
2011-04-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5445.0;229550.0;9673.0;7.42;25.78;26.95;-0.62
2011-04-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5466.0;233540.0;9841.0;1.49;24.6;26.95;-0.62
2011-04-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5480.0;236200.0;9953.0;0.93;25.83;26.95;-0.62
2011-04-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;10.68;24.83;26.95;-0.62
2011-04-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.74;25.71;26.95;-0.62
2011-05-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;23.81;25.87;27.28;-0.46
2011-05-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;14.35;26.54;27.28;-0.46
2011-05-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;8.07;26.13;27.28;-0.46
2011-05-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;13.81;25.77;27.28;-0.46
2011-05-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;12.74;25.89;27.28;-0.46
2011-05-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;7.42;26.47;27.28;-0.46
2011-05-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.65;26.06;27.28;-0.46
2011-05-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.6;26.28;27.28;-0.46
2011-05-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;10.93;25.54;27.28;-0.46
2011-05-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;10.91;25.73;27.28;-0.46
2011-05-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;4.29;25.14;27.28;-0.46
2011-05-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.0;25.32;27.28;-0.46
2011-05-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.13;25.6;27.28;-0.46
2011-05-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;9.37;25.32;27.28;-0.46
2011-05-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;14.78;26.09;27.28;-0.46
2011-05-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;8.07;26.26;27.28;-0.46
2011-05-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;8.08;25.91;27.28;-0.46
2011-05-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.04;25.67;27.28;-0.46
2011-05-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.01;25.04;27.28;-0.46
2011-05-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.4;25.34;27.28;-0.46
2011-05-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.86;26.06;27.28;-0.46
2011-05-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;5.75;25.99;27.28;-0.46
2011-05-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.62;26.14;27.28;-0.46
2011-05-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.03;26.02;27.28;-0.46
2011-05-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.02;25.99;27.28;-0.46
2011-05-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.03;26.35;27.28;-0.46
2011-05-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.92;26.49;27.28;-0.46
2011-05-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.06;26.26;27.28;-0.46
2011-05-31;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.0;25.74;27.28;-0.46
2011-06-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.01;25.34;27.21;-0.37
2011-06-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.08;25.75;27.21;-0.37
2011-06-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;3.2;26.04;27.21;-0.37
2011-06-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.03;25.52;27.21;-0.37
2011-06-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.34;27.24;27.21;-0.37
2011-06-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.18;26.43;27.21;-0.37
2011-06-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.69;25.8;27.21;-0.37
2011-06-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.04;26.13;27.21;-0.37
2011-06-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.19;26.56;27.21;-0.37
2011-06-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.01;26.56;27.21;-0.37
2011-06-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.09;26.8;27.21;-0.37
2011-06-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.67;26.42;27.21;-0.37
2011-06-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.0;25.53;27.21;-0.37
2011-06-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.0;25.74;27.21;-0.37
2011-06-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.22;26.65;27.21;-0.37
2011-06-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5498.0;239620.0;10097.0;1.24;25.12;27.21;-0.37
2011-06-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5497.0;239430.0;10089.0;5.32;26.54;27.21;-0.37
2011-06-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5496.0;239240.0;10081.0;2.61;26.63;27.21;-0.37
2011-06-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5495.0;239050.0;10073.0;4.77;26.02;27.21;-0.37
2011-06-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5495.0;239050.0;10073.0;0.49;25.63;27.21;-0.37
2011-06-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5494.0;238860.0;10065.0;1.56;26.09;27.21;-0.37
2011-06-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5493.0;238670.0;10057.0;0.88;26.42;27.21;-0.37
2011-06-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5492.0;238480.0;10049.0;0.47;26.77;27.21;-0.37
2011-06-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5491.0;238290.0;10041.0;0.07;25.85;27.21;-0.37
2011-06-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5490.0;238100.0;10033.0;0.07;26.53;27.21;-0.37
2011-06-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5489.0;237910.0;10025.0;0.05;26.79;27.21;-0.37
2011-06-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5488.0;237720.0;10017.0;1.39;26.0;27.21;-0.37
2011-06-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5487.0;237530.0;10009.0;4.0;25.07;27.21;-0.37
2011-06-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5486.0;237340.0;10001.0;1.07;25.32;27.21;-0.37
2011-06-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5485.0;237150.0;9993.0;0.11;25.76;27.21;-0.37
2011-07-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5484.0;236960.0;9985.0;0.01;25.21;26.81;-0.43
2011-07-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5482.0;236580.0;9969.0;0.14;25.89;26.81;-0.43
2011-07-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5481.0;236390.0;9961.0;3.89;26.02;26.81;-0.43
2011-07-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5480.0;236200.0;9953.0;0.45;26.17;26.81;-0.43
2011-07-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5479.0;236010.0;9945.0;0.57;26.34;26.81;-0.43
2011-07-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5478.0;235820.0;9937.0;0.12;26.71;26.81;-0.43
2011-07-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5476.0;235440.0;9921.0;1.21;26.52;26.81;-0.43
2011-07-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5475.0;235250.0;9913.0;1.43;26.59;26.81;-0.43
2011-07-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5474.0;235060.0;9905.0;0.28;26.38;26.81;-0.43
2011-07-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5473.0;234870.0;9897.0;0.2;25.89;26.81;-0.43
