Data;Estado;Nome;Capacidade (hm³);Cota (m);Volume Útil (hm³);Volume (%);precipitacao;temperatura;oni_total;oni_anomala
1987-01-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5234.0;193100.0;8137.0;0.23;29.42;27.76;1.23
1987-01-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5233.0;192900.0;8129.0;0.12;28.89;27.76;1.23
1987-01-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5233.0;192900.0;8129.0;0.97;29.0;27.76;1.23
1987-01-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5233.0;192900.0;8129.0;6.46;28.05;27.76;1.23
1987-01-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5232.0;192700.0;8120.0;3.76;26.74;27.76;1.23
1987-01-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5230.0;192400.0;8108.0;0.72;27.61;27.76;1.23
1987-01-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5229.0;192200.0;8099.0;0.75;27.88;27.76;1.23
1987-01-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5227.0;191900.0;8087.0;0.58;28.25;27.76;1.23
1987-01-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5226.0;191800.0;8082.0;0.34;28.45;27.76;1.23
1987-01-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5225.0;191600.0;8074.0;0.06;28.63;27.76;1.23
1987-01-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5224.0;191500.0;8070.0;0.23;28.58;27.76;1.23
1987-01-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5223.0;191300.0;8061.0;0.03;27.31;27.76;1.23
1987-01-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5221.0;191000.0;8049.0;0.0;28.07;27.76;1.23
1987-01-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5220.0;190900.0;8044.0;0.03;28.19;27.76;1.23
1987-01-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5218.0;190500.0;8028.0;0.1;28.78;27.76;1.23
1987-01-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5216.0;190200.0;8015.0;0.79;28.83;27.76;1.23
1987-01-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5214.0;189900.0;8002.0;0.73;28.88;27.76;1.23
1987-01-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5212.0;189600.0;7990.0;0.37;28.67;27.76;1.23
1987-01-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5211.0;189500.0;7985.0;2.16;28.04;27.76;1.23
1987-01-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5210.0;189300.0;7977.0;6.37;27.07;27.76;1.23
1987-01-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5210.0;189300.0;7977.0;0.61;28.38;27.76;1.23
1987-01-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5209.0;189100.0;7969.0;0.21;28.83;27.76;1.23
1987-01-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5208.0;189000.0;7964.0;0.29;29.1;27.76;1.23
1987-01-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5206.0;188700.0;7952.0;0.01;29.54;27.76;1.23
1987-01-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5205.0;188500.0;7943.0;0.05;29.36;27.76;1.23
1987-01-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5204.0;188400.0;7939.0;0.02;29.02;27.76;1.23
1987-01-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5203.0;188200.0;7931.0;0.0;28.78;27.76;1.23
1987-01-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5202.0;188100.0;7926.0;0.11;28.25;27.76;1.23
1987-01-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5201.0;187900.0;7918.0;0.22;29.34;27.76;1.23
1987-01-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5200.0;187800.0;7914.0;0.32;29.03;27.76;1.23
1987-01-31;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5198.0;187400.0;7897.0;0.56;29.1;27.76;1.23
1987-02-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5196.0;187200.0;7889.0;0.02;29.23;27.95;1.19
1987-02-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5194.0;186800.0;7872.0;0.07;29.2;27.95;1.19
1987-02-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5192.0;186500.0;7859.0;0.02;29.78;27.95;1.19
1987-02-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5190.0;186200.0;7846.0;0.79;29.77;27.95;1.19
1987-02-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5188.0;185900.0;7834.0;2.68;29.57;27.95;1.19
1987-02-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5186.0;185600.0;7821.0;1.19;29.36;27.95;1.19
1987-02-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5186.0;185600.0;7821.0;8.06;27.75;27.95;1.19
1987-02-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5186.0;185600.0;7821.0;11.01;27.46;27.95;1.19
1987-02-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5186.0;185600.0;7821.0;9.14;26.84;27.95;1.19
1987-02-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5186.0;185600.0;7821.0;5.99;27.03;27.95;1.19
1987-02-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5186.0;185600.0;7821.0;5.29;26.95;27.95;1.19
1987-02-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5190.0;186200.0;7846.0;13.94;25.82;27.95;1.19
1987-02-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5194.0;186800.0;7872.0;3.89;26.88;27.95;1.19
1987-02-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5196.0;187100.0;7884.0;2.76;27.5;27.95;1.19
1987-02-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5200.0;187800.0;7914.0;1.54;27.23;27.95;1.19
1987-02-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5202.0;188100.0;7926.0;0.61;27.38;27.95;1.19
1987-02-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5203.0;188300.0;7935.0;1.15;27.93;27.95;1.19
1987-02-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5202.0;188100.0;7926.0;0.88;27.87;27.95;1.19
1987-02-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5201.0;187900.0;7918.0;0.18;28.65;27.95;1.19
1987-02-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5201.0;187900.0;7918.0;2.35;28.29;27.95;1.19
1987-02-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5200.0;187800.0;7914.0;2.26;27.65;27.95;1.19
1987-02-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5200.0;187800.0;7914.0;0.74;27.83;27.95;1.19
1987-02-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5200.0;187800.0;7914.0;0.05;27.56;27.95;1.19
1987-02-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5198.0;187400.0;7897.0;0.0;29.0;27.95;1.19
1987-02-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5198.0;187400.0;7897.0;0.1;29.35;27.95;1.19
1987-02-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5198.0;187400.0;7897.0;0.16;29.49;27.95;1.19
1987-02-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5197.0;187200.0;7889.0;0.44;28.85;27.95;1.19
1987-03-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5196.0;187200.0;7889.0;0.9;29.57;28.19;1.06
1987-03-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5195.0;186900.0;7876.0;4.35;28.35;28.19;1.06
1987-03-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5194.0;186800.0;7872.0;1.32;28.1;28.19;1.06
1987-03-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5193.0;186600.0;7863.0;4.81;28.06;28.19;1.06
1987-03-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5193.0;186600.0;7863.0;5.27;27.75;28.19;1.06
1987-03-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5196.0;187100.0;7884.0;1.8;28.13;28.19;1.06
1987-03-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5196.0;187100.0;7884.0;3.06;28.33;28.19;1.06
1987-03-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5198.0;187400.0;7897.0;3.99;28.38;28.19;1.06
1987-03-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5200.0;187800.0;7914.0;7.35;27.8;28.19;1.06
1987-03-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5200.0;187800.0;7914.0;10.02;27.69;28.19;1.06
1987-03-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5202.0;188100.0;7926.0;9.5;26.8;28.19;1.06
1987-03-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5202.0;188100.0;7926.0;12.31;26.32;28.19;1.06
1987-03-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5204.0;188400.0;7939.0;10.84;26.43;28.19;1.06
1987-03-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5208.0;189000.0;7964.0;11.93;25.84;28.19;1.06
1987-03-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5215.0;190000.0;8007.0;7.66;26.02;28.19;1.06
1987-03-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5219.0;190700.0;8036.0;7.87;26.43;28.19;1.06
1987-03-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5220.0;190900.0;8044.0;6.91;26.57;28.19;1.06
1987-03-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5224.0;191500.0;8070.0;9.52;26.5;28.19;1.06
1987-03-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5228.0;192100.0;8095.0;9.02;26.25;28.19;1.06
1987-03-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5238.0;193600.0;8158.0;7.21;26.25;28.19;1.06
1987-03-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5244.0;194600.0;8200.0;8.91;26.61;28.19;1.06
1987-03-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5256.0;196400.0;8276.0;4.36;26.89;28.19;1.06
1987-03-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5270.0;198600.0;8369.0;9.36;26.46;28.19;1.06
1987-03-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5292.0;202000.0;8512.0;8.85;26.72;28.19;1.06
1987-03-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5310.0;205000.0;8639.0;13.66;26.43;28.19;1.06
1987-03-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5328.0;208200.0;8773.0;12.72;26.77;28.19;1.06
1987-03-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5342.0;210700.0;8879.0;19.05;25.69;28.19;1.06
1987-03-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5364.0;214600.0;9043.0;16.12;25.75;28.19;1.06
1987-03-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5378.0;217100.0;9148.0;6.64;25.94;28.19;1.06
1987-03-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5403.0;221500.0;9334.0;4.24;26.21;28.19;1.06
1987-03-31;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5428.0;226100.0;9528.0;5.96;25.73;28.19;1.06
1987-04-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5450.0;230400.0;9709.0;3.15;26.37;28.41;0.95
1987-04-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5465.0;233200.0;9827.0;2.04;26.44;28.41;0.95
1987-04-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5476.0;235300.0;9915.0;5.01;26.82;28.41;0.95
1987-04-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5486.0;237200.0;9995.0;0.95;26.76;28.41;0.95
1987-04-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.24;26.79;28.41;0.95
1987-04-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.42;26.18;28.41;0.95
1987-04-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;2.66;26.97;28.41;0.95
1987-04-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;3.46;27.03;28.41;0.95
1987-04-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;5.23;26.75;28.41;0.95
1987-04-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;5.32;26.47;28.41;0.95
1987-04-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.26;26.58;28.41;0.95
1987-04-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.87;26.43;28.41;0.95
1987-04-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.32;26.33;28.41;0.95
1987-04-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.87;25.51;28.41;0.95
1987-04-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.31;26.43;28.41;0.95
1987-04-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.22;26.68;28.41;0.95
1987-04-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;3.12;26.87;28.41;0.95
1987-04-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.38;26.85;28.41;0.95
1987-04-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.48;27.3;28.41;0.95
1987-04-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.96;27.69;28.41;0.95
1987-04-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;3.7;27.51;28.41;0.95
1987-04-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;4.03;27.69;28.41;0.95
1987-04-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;5.1;27.36;28.41;0.95
1987-04-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;3.36;27.3;28.41;0.95
1987-04-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;3.82;26.8;28.41;0.95
1987-04-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;2.36;27.03;28.41;0.95
1987-04-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.4;27.51;28.41;0.95
1987-04-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.17;27.81;28.41;0.95
1987-04-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.23;27.97;28.41;0.95
1987-04-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.24;27.97;28.41;0.95
1987-05-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.01;28.2;28.53;0.97
1987-05-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;2.13;28.01;28.53;0.97
1987-05-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;2.89;27.12;28.53;0.97
1987-05-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;2.64;27.78;28.53;0.97
1987-05-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;1.37;27.95;28.53;0.97
1987-05-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.46;27.76;28.53;0.97
1987-05-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.45;27.69;28.53;0.97
1987-05-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.25;27.71;28.53;0.97
1987-05-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.05;28.14;28.53;0.97
1987-05-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.6;28.11;28.53;0.97
1987-05-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.43;27.86;28.53;0.97
1987-05-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.16;27.93;28.53;0.97
1987-05-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.05;28.09;28.53;0.97
1987-05-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.04;27.63;28.53;0.97
1987-05-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.12;27.88;28.53;0.97
1987-05-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.04;28.2;28.53;0.97
1987-05-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.08;27.82;28.53;0.97
1987-05-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.0;28.36;28.53;0.97
1987-05-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.04;28.65;28.53;0.97
1987-05-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.04;29.06;28.53;0.97
1987-05-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.09;29.09;28.53;0.97
1987-05-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.03;28.78;28.53;0.97
1987-05-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.05;28.53;28.53;0.97
1987-05-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5500.0;240000.0;10113.0;0.12;28.55;28.53;0.97
1987-05-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5498.0;239500.0;10092.0;0.08;28.68;28.53;0.97
1987-05-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5498.0;239500.0;10092.0;0.1;28.41;28.53;0.97
1987-05-27;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5498.0;239500.0;10092.0;1.28;28.37;28.53;0.97
1987-05-28;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5497.0;239300.0;10084.0;0.22;28.58;28.53;0.97
1987-05-29;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5497.0;239300.0;10084.0;0.21;28.54;28.53;0.97
1987-05-30;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5497.0;239300.0;10084.0;0.05;28.94;28.53;0.97
1987-05-31;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5496.0;239100.0;10076.0;2.08;28.55;28.53;0.97
1987-06-01;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5496.0;239100.0;10076.0;0.52;28.47;28.59;1.22
1987-06-02;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5495.0;238900.0;10067.0;0.26;28.6;28.59;1.22
1987-06-03;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5495.0;238900.0;10067.0;0.71;28.0;28.59;1.22
1987-06-04;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5494.0;238700.0;10059.0;0.22;27.91;28.59;1.22
1987-06-05;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5494.0;238700.0;10059.0;0.44;27.53;28.59;1.22
1987-06-06;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5493.0;238500.0;10050.0;4.55;26.7;28.59;1.22
1987-06-07;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5493.0;238500.0;10050.0;1.96;27.21;28.59;1.22
1987-06-08;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5492.0;238300.0;10042.0;0.79;27.25;28.59;1.22
1987-06-09;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5491.0;238100.0;10033.0;3.13;27.2;28.59;1.22
1987-06-10;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5491.0;238100.0;10033.0;3.43;26.89;28.59;1.22
1987-06-11;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5490.0;237900.0;10025.0;0.31;26.52;28.59;1.22
1987-06-12;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5490.0;237900.0;10025.0;7.0;25.91;28.59;1.22
1987-06-13;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5489.0;237700.0;10017.0;1.77;26.84;28.59;1.22
1987-06-14;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5488.0;237500.0;10008.0;1.83;26.73;28.59;1.22
1987-06-15;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5488.0;237500.0;10008.0;1.9;26.65;28.59;1.22
1987-06-16;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5487.0;237300.0;10000.0;0.12;27.3;28.59;1.22
1987-06-17;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5487.0;237300.0;10000.0;4.04;26.72;28.59;1.22
1987-06-18;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5486.0;237100.0;9991.0;7.85;25.95;28.59;1.22
1987-06-19;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5485.0;236900.0;9983.0;2.29;25.97;28.59;1.22
1987-06-20;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5485.0;236900.0;9983.0;0.4;26.08;28.59;1.22
1987-06-21;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5484.0;236700.0;9974.0;0.04;26.16;28.59;1.22
1987-06-22;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5484.0;236700.0;9974.0;0.11;26.7;28.59;1.22
1987-06-23;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5483.0;236500.0;9966.0;0.12;26.6;28.59;1.22
1987-06-24;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5482.0;236300.0;9958.0;0.09;26.54;28.59;1.22
1987-06-25;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5482.0;236300.0;9958.0;0.12;26.41;28.59;1.22
1987-06-26;Rio Grande do Norte;ENG. ARMANDO RIBEIRO GONÇALVES;237307.0;5481.0;236100.0;9949.0;0.18;26.49;28.59;1.22
