,precipitacao,temperatura,ano
1996-03-31,5.1,26.64,1996
1996-04-01,8.82,26.83,1996
1996-04-02,3.67,26.93,1996
1996-04-03,0.27,27.26,1996
1996-04-04,1.05,27.0,1996
1996-04-05,1.34,26.91,1996
1996-04-06,9.56,26.7,1996
1996-04-07,8.09,26.34,1996
1996-04-08,11.24,25.89,1996
1996-04-09,2.74,26.57,1996
1996-04-10,5.51,26.61,1996
1996-04-11,0.15,26.65,1996
1996-04-12,11.23,27.4,1996
1996-04-13,12.26,26.74,1996
1996-04-14,13.61,25.76,1996
1996-04-15,2.86,25.27,1996
1996-04-16,2.39,26.54,1996
1996-04-17,10.87,26.36,1996
1996-04-18,7.39,26.23,1996
1996-04-19,18.62,26.44,1996
1996-04-20,12.6,26.46,1996
1996-04-21,24.03,25.22,1996
1996-04-22,7.73,24.88,1996
1996-04-23,14.81,25.26,1996
1996-04-24,13.33,25.21,1996
1996-04-25,7.28,25.5,1996
1996-04-26,13.95,24.86,1996
1996-04-27,5.21,25.09,1996
1996-04-28,13.4,25.93,1996
1996-04-29,6.92,25.71,1996
1996-04-30,1.31,26.05,1996
1996-05-01,3.55,24.94,1996
1996-05-02,7.07,25.24,1996
1996-05-03,12.18,25.22,1996
1996-05-04,3.95,25.64,1996
1996-05-05,0.61,26.14,1996
1996-05-06,3.66,26.04,1996
1996-05-07,1.01,26.46,1996
1996-05-08,5.46,26.57,1996
1996-05-09,3.85,26.36,1996
1996-05-10,0.48,26.39,1996
1996-05-11,0.0,25.57,1996
1996-05-12,0.29,25.91,1996
1996-05-13,0.13,25.84,1996
1996-05-14,0.17,26.35,1996
1996-05-15,0.08,26.32,1996
1996-05-16,0.04,26.79,1996
1996-05-17,0.72,27.24,1996
1996-05-18,0.11,27.4,1996
1996-05-19,3.47,25.96,1996
1996-05-20,0.68,25.79,1996
1996-05-21,0.0,26.04,1996
1996-05-22,0.01,26.91,1996
1996-05-23,0.2,27.11,1996
1996-05-24,1.23,26.57,1996
1996-05-25,3.89,26.99,1996
1996-05-26,0.75,27.04,1996
1996-05-27,2.86,26.88,1996
1996-05-28,1.66,27.06,1996
1996-05-29,4.09,26.81,1996
1996-05-30,1.84,26.31,1996
1996-05-31,0.53,26.14,1996
1996-06-01,1.23,26.83,1996
1996-06-02,0.66,26.75,1996
1996-06-03,0.96,25.17,1996
1996-06-04,0.83,25.44,1996
1996-06-05,0.4,26.32,1996
1996-06-06,0.41,26.13,1996
1996-06-07,0.83,26.2,1996
1996-06-08,0.22,26.26,1996
1996-06-09,1.77,26.45,1996
1996-06-10,0.16,26.16,1996
1996-06-11,4.51,25.77,1996
1996-06-12,0.83,26.36,1996
1996-06-13,0.08,26.3,1996
1996-06-14,0.02,25.37,1996
1996-06-15,0.17,25.58,1996
1996-06-16,0.01,26.36,1996
1996-06-17,0.02,26.98,1996
1996-06-18,0.12,27.43,1996
1996-06-19,0.18,27.1,1996
1996-06-20,0.17,25.86,1996
1996-06-21,0.11,26.85,1996
1996-06-22,0.01,26.88,1996
1996-06-23,0.0,26.55,1996
1996-06-24,0.41,26.11,1996
1996-06-25,0.03,25.72,1996
1996-06-26,0.96,25.77,1996
1996-06-27,0.2,26.38,1996
1996-06-28,0.0,27.0,1996
1996-06-29,0.01,27.17,1996
1996-06-30,0.0,27.12,1996
1996-07-01,0.02,26.56,1996
1996-07-02,0.06,26.28,1996
1996-07-03,0.01,26.85,1996
1996-07-04,0.01,27.18,1996
1996-07-05,0.02,26.76,1996
1996-07-06,0.01,26.46,1996
1996-07-07,0.06,27.23,1996
1996-07-08,0.04,26.71,1996
1996-07-09,0.27,25.95,1996
1996-07-10,0.03,26.1,1996
1996-07-11,0.24,26.58,1996
1996-07-12,3.23,26.86,1996
1996-07-13,0.72,26.94,1996
1996-07-14,1.69,26.65,1996
1996-07-15,0.07,26.37,1996
1996-07-16,1.29,26.23,1996
1996-07-17,7.59,25.17,1996
1996-07-18,0.13,25.83,1996
1996-07-19,2.84,25.19,1996
1996-07-20,0.05,26.09,1996
1996-07-21,0.25,26.83,1996
1996-07-22,0.34,26.61,1996
1996-07-23,0.03,26.91,1996
1996-07-24,0.14,25.97,1996
1996-07-25,0.37,26.08,1996
1996-07-26,0.33,26.18,1996
1996-07-27,1.97,26.38,1996
1996-07-28,0.84,25.99,1996
1996-07-29,0.05,26.0,1996
1996-07-30,0.12,26.34,1996
1996-07-31,0.01,26.29,1996
1996-08-01,0.21,26.85,1996
1996-08-02,5.6,26.73,1996
1996-08-03,3.23,26.38,1996
1996-08-04,0.92,26.39,1996
1996-08-05,0.0,26.09,1996
1996-08-06,0.01,26.38,1996
1996-08-07,0.01,26.8,1996
1996-08-08,0.26,26.93,1996
1996-08-09,0.72,27.28,1996
1996-08-10,0.04,26.72,1996
1996-08-11,0.01,27.07,1996
1996-08-12,0.0,27.67,1996
1996-08-13,0.0,27.11,1996
1996-08-14,0.0,26.57,1996
1996-08-15,0.01,27.06,1996
1996-08-16,0.05,27.24,1996
1996-08-17,0.46,27.55,1996
1996-08-18,0.6,26.87,1996
1996-08-19,2.36,26.65,1996
1996-08-20,0.12,26.48,1996
1996-08-21,0.13,26.21,1996
1996-08-22,0.03,26.97,1996
1996-08-23,0.02,27.07,1996
1996-08-24,0.0,27.11,1996
1996-08-25,0.04,26.93,1996
1996-08-26,0.09,27.1,1996
1996-08-27,0.06,27.43,1996
1996-08-28,0.08,28.1,1996
1996-08-29,0.04,27.86,1996
1996-08-30,0.02,27.37,1996
1996-08-31,0.0,26.91,1996
1996-09-01,0.0,27.05,1996
1996-09-02,0.01,27.66,1996
1996-09-03,0.02,27.49,1996
1996-09-04,0.0,27.75,1996
1996-09-05,0.0,27.46,1996
1996-09-06,0.0,27.58,1996
1996-09-07,0.0,28.41,1996
1996-09-08,0.08,27.72,1996
1996-09-09,0.31,28.12,1996
1996-09-10,0.13,27.74,1996
1996-09-11,0.04,27.55,1996
1996-09-12,0.49,27.24,1996
1996-09-13,0.26,27.35,1996
1996-09-14,0.57,27.24,1996
1996-09-15,0.07,27.93,1996
1996-09-16,0.26,27.97,1996
1996-09-17,0.69,27.88,1996
1996-09-18,0.37,27.91,1996
1996-09-19,0.02,27.64,1996
1996-09-20,0.03,27.84,1996
1996-09-21,0.01,27.56,1996
1996-09-22,0.04,27.95,1996
1996-09-23,0.11,28.39,1996
1996-09-24,0.03,28.34,1996
1996-09-25,0.01,28.15,1996
1996-09-26,0.0,28.31,1996
1996-09-27,0.0,28.84,1996
1996-09-28,0.0,28.92,1996
1996-09-29,0.0,28.66,1996
1996-09-30,0.01,28.8,1996
1996-10-01,0.0,28.86,1996
1996-10-02,1.33,28.87,1996
1996-10-03,0.12,28.56,1996
1996-10-04,0.06,28.42,1996
1996-10-05,0.0,28.58,1996
1996-10-06,0.01,28.83,1996
1996-10-07,0.01,28.92,1996
1996-10-08,0.0,28.94,1996
1996-10-09,1.19,28.68,1996
1996-10-10,0.15,28.85,1996
1996-10-11,0.01,28.92,1996
1996-10-12,0.01,28.72,1996
1996-10-13,0.0,28.36,1996
1996-10-14,0.0,28.21,1996
1996-10-15,0.0,28.51,1996
1996-10-16,0.06,28.75,1996
1996-10-17,0.07,28.87,1996
1996-10-18,0.2,28.48,1996
1996-10-19,0.06,28.43,1996
1996-10-20,0.08,28.17,1996
1996-10-21,0.11,28.17,1996
1996-10-22,0.01,28.28,1996
1996-10-23,0.03,28.53,1996
1996-10-24,1.23,28.47,1996
1996-10-25,0.93,28.51,1996
1996-10-26,0.06,28.2,1996
1996-10-27,0.01,27.8,1996
1996-10-28,0.0,27.88,1996
1996-10-29,0.0,28.09,1996
1996-10-30,0.05,28.33,1996
1996-10-31,0.31,28.78,1996
1996-11-01,0.07,28.97,1996
1996-11-02,0.0,28.95,1996
1996-11-03,0.0,28.98,1996
1996-11-04,0.0,29.0,1996
1996-11-05,0.0,29.02,1996
1996-11-06,0.0,28.92,1996
1996-11-07,0.0,29.06,1996
1996-11-08,0.08,28.51,1996
1996-11-09,0.07,28.28,1996
1996-11-10,0.52,28.45,1996
1996-11-11,0.19,28.45,1996
1996-11-12,0.01,28.38,1996
1996-11-13,0.0,28.69,1996
1996-11-14,1.03,28.43,1996
1996-11-15,3.51,28.65,1996
1996-11-16,1.28,28.29,1996
1996-11-17,3.36,28.53,1996
1996-11-18,0.59,27.73,1996
1996-11-19,1.06,28.8,1996
1996-11-20,0.33,29.24,1996
1996-11-21,0.02,29.19,1996
1996-11-22,0.32,29.05,1996
1996-11-23,0.12,28.79,1996
1996-11-24,0.0,28.0,1996
1996-11-25,0.0,28.26,1996
1996-11-26,0.02,28.29,1996
1996-11-27,0.0,28.37,1996
1996-11-28,0.0,28.49,1996
1996-11-29,0.0,28.94,1996
1996-11-30,0.01,28.51,1996
1996-12-01,0.14,28.35,1996
1996-12-02,0.1,28.41,1996
1996-12-03,0.05,28.12,1996
1996-12-04,0.04,28.12,1996
1996-12-05,2.3,28.75,1996
1996-12-06,0.01,29.14,1996
1996-12-07,0.0,29.09,1996
1996-12-08,0.17,28.83,1996
1996-12-09,0.02,29.52,1996
1996-12-10,0.0,29.51,1996
1996-12-11,0.0,29.43,1996
1996-12-12,0.0,29.54,1996
1996-12-13,0.0,28.86,1996
1996-12-14,0.0,29.34,1996
1996-12-15,0.0,29.45,1996
1996-12-16,0.0,29.24,1996
1996-12-17,0.0,29.84,1996
1996-12-18,0.04,30.03,1996
1996-12-19,1.64,29.85,1996
1996-12-20,1.25,29.46,1996
1996-12-21,0.0,29.57,1996
1996-12-22,0.0,29.52,1996
1996-12-23,0.01,29.68,1996
1996-12-24,0.0,29.93,1996
1996-12-25,0.09,29.41,1996
1996-12-26,0.0,29.24,1996
1996-12-27,0.01,29.8,1996
1996-12-28,0.15,28.88,1996
1996-12-29,0.18,29.94,1996
1996-12-30,0.04,30.09,1996
1996-12-31,0.09,30.07,1996
1997-01-01,0.03,30.39,1997
1997-01-02,0.02,30.0,1997
1997-01-03,0.0,30.1,1997
1997-01-04,0.01,30.06,1997
1997-01-05,0.04,29.96,1997
1997-01-06,0.11,29.84,1997
1997-01-07,0.87,29.96,1997
1997-01-08,0.16,30.06,1997
1997-01-09,0.17,28.9,1997
1997-01-10,0.02,29.05,1997
1997-01-11,0.0,29.42,1997
1997-01-12,0.09,29.68,1997
1997-01-13,1.84,29.76,1997
1997-01-14,0.55,29.01,1997
1997-01-15,0.02,29.3,1997
1997-01-16,0.0,29.48,1997
1997-01-17,0.0,28.98,1997
1997-01-18,0.08,29.36,1997
1997-01-19,0.82,29.81,1997
1997-01-20,4.17,29.27,1997
1997-01-21,1.41,27.85,1997
1997-01-22,0.24,28.84,1997
1997-01-23,4.5,28.0,1997
1997-01-24,10.15,27.17,1997
1997-01-25,1.36,27.76,1997
1997-01-26,0.27,29.03,1997
1997-01-27,2.6,28.27,1997
1997-01-28,0.49,28.35,1997
1997-01-29,0.43,29.04,1997
1997-01-30,0.03,28.9,1997
1997-01-31,0.02,28.78,1997
1997-02-01,1.25,29.07,1997
1997-02-02,0.03,29.6,1997
1997-02-03,0.02,29.61,1997
1997-02-04,0.02,29.94,1997
1997-02-05,0.41,29.74,1997
1997-02-06,0.03,29.21,1997
1997-02-07,0.47,29.37,1997
1997-02-08,3.49,29.01,1997
1997-02-09,4.02,27.63,1997
1997-02-10,1.33,28.3,1997
1997-02-11,0.47,28.63,1997
1997-02-12,0.85,28.47,1997
1997-02-13,0.13,27.69,1997
1997-02-14,1.02,28.33,1997
1997-02-15,0.21,28.31,1997
1997-02-16,0.09,27.7,1997
1997-02-17,0.65,27.49,1997
1997-02-18,9.55,26.91,1997
1997-02-19,3.58,27.66,1997
1997-02-20,0.92,27.7,1997
1997-02-21,2.2,27.85,1997
1997-02-22,0.41,28.19,1997
1997-02-23,0.98,28.8,1997
1997-02-24,2.66,28.6,1997
1997-02-25,0.53,28.41,1997
1997-02-26,0.04,28.32,1997
1997-02-27,0.0,28.59,1997
1997-02-28,0.0,28.32,1997
1997-03-01,0.58,28.61,1997
1997-03-02,3.44,28.46,1997
1997-03-03,3.25,27.87,1997
1997-03-04,1.05,29.11,1997
1997-03-05,2.1,29.44,1997
1997-03-06,0.1,29.49,1997
1997-03-07,0.0,29.57,1997
1997-03-08,4.11,29.14,1997
1997-03-09,0.84,29.47,1997
1997-03-10,0.05,29.44,1997
1997-03-11,2.28,28.7,1997
1997-03-12,3.34,28.35,1997
1997-03-13,4.26,28.19,1997
1997-03-14,0.98,28.73,1997
1997-03-15,1.12,28.55,1997
1997-03-16,0.07,29.05,1997
1997-03-17,0.27,28.99,1997
1997-03-18,0.07,29.25,1997
1997-03-19,0.22,29.65,1997
1997-03-20,0.77,29.01,1997
1997-03-21,4.5,29.01,1997
1997-03-22,19.07,26.93,1997
1997-03-23,11.04,25.66,1997
1997-03-24,10.18,26.43,1997
1997-03-25,38.15,25.4,1997
1997-03-26,9.44,24.89,1997
1997-03-27,11.88,25.66,1997
1997-03-28,34.77,25.55,1997
1997-03-29,1.12,25.89,1997
1997-03-30,2.85,26.11,1997
1997-03-31,3.39,26.44,1997
1997-04-01,1.83,26.23,1997
1997-04-02,17.47,26.48,1997
1997-04-03,4.38,26.47,1997
1997-04-04,0.29,26.53,1997
1997-04-05,1.5,26.92,1997
1997-04-06,5.72,26.83,1997
1997-04-07,0.32,26.52,1997
1997-04-08,0.17,26.33,1997
1997-04-09,1.97,26.48,1997
1997-04-10,1.38,25.79,1997
1997-04-11,0.92,26.77,1997
1997-04-12,2.23,27.05,1997
1997-04-13,4.71,26.62,1997
1997-04-14,34.7,24.87,1997
1997-04-15,4.54,26.09,1997
1997-04-16,0.15,25.78,1997
1997-04-17,1.15,25.51,1997
1997-04-18,18.58,25.66,1997
1997-04-19,2.1,26.02,1997
1997-04-20,0.04,25.89,1997
1997-04-21,0.82,26.41,1997
1997-04-22,0.98,26.58,1997
1997-04-23,0.35,26.72,1997
1997-04-24,1.59,26.25,1997
1997-04-25,6.26,26.18,1997
1997-04-26,8.95,26.09,1997
1997-04-27,8.11,26.53,1997
1997-04-28,0.81,26.68,1997
1997-04-29,4.86,26.46,1997
1997-04-30,2.1,26.5,1997
1997-05-01,4.0,26.75,1997
1997-05-02,13.27,26.21,1997
1997-05-03,6.13,26.46,1997
1997-05-04,0.58,26.59,1997
1997-05-05,0.26,26.6,1997
1997-05-06,2.44,25.54,1997
1997-05-07,1.13,26.34,1997
1997-05-08,0.43,26.39,1997
1997-05-09,0.84,26.71,1997
1997-05-10,0.47,26.46,1997
1997-05-11,0.22,26.63,1997
1997-05-12,5.3,26.25,1997
1997-05-13,0.49,26.71,1997
1997-05-14,14.56,26.48,1997
1997-05-15,1.49,26.48,1997
1997-05-16,0.03,26.53,1997
1997-05-17,0.92,26.8,1997
1997-05-18,4.29,26.3,1997
1997-05-19,0.55,26.33,1997
1997-05-20,0.02,25.89,1997
1997-05-21,0.03,25.78,1997
1997-05-22,2.5,26.53,1997
1997-05-23,6.34,26.14,1997
1997-05-24,4.16,25.86,1997
1997-05-25,0.82,25.93,1997
1997-05-26,0.32,26.19,1997
1997-05-27,0.59,26.79,1997
1997-05-28,0.01,26.58,1997
1997-05-29,0.02,26.38,1997
1997-05-30,0.1,26.81,1997
1997-05-31,0.01,26.71,1997
1997-06-01,0.01,26.7,1997
1997-06-02,0.0,26.02,1997
1997-06-03,0.03,26.05,1997
1997-06-04,0.04,26.51,1997
1997-06-05,0.08,26.58,1997
1997-06-06,0.07,26.69,1997
1997-06-07,0.22,27.14,1997
1997-06-08,0.06,27.02,1997
1997-06-09,0.0,26.92,1997
1997-06-10,0.0,27.29,1997
1997-06-11,0.0,26.37,1997
1997-06-12,0.0,25.88,1997
1997-06-13,0.0,26.22,1997
1997-06-14,0.0,26.2,1997
1997-06-15,1.23,26.4,1997
1997-06-16,0.13,27.0,1997
1997-06-17,0.13,27.47,1997
1997-06-18,0.05,26.73,1997
1997-06-19,0.01,26.48,1997
1997-06-20,0.08,26.85,1997
1997-06-21,0.06,27.32,1997
1997-06-22,0.01,26.88,1997
1997-06-23,0.0,26.95,1997
1997-06-24,0.01,27.03,1997
1997-06-25,0.0,27.0,1997
1997-06-26,0.0,27.09,1997
1997-06-27,0.12,26.57,1997
1997-06-28,0.29,26.6,1997
1997-06-29,0.02,26.81,1997
1997-06-30,1.15,27.83,1997
1997-07-01,0.02,27.58,1997
1997-07-02,0.01,26.8,1997
1997-07-03,1.19,26.63,1997
1997-07-04,0.8,27.03,1997
1997-07-05,0.05,26.95,1997
1997-07-06,0.01,26.32,1997
1997-07-07,0.02,26.37,1997
1997-07-08,0.01,26.86,1997
1997-07-09,0.06,26.33,1997
1997-07-10,0.41,26.24,1997
1997-07-11,0.01,26.67,1997
1997-07-12,0.07,26.93,1997
1997-07-13,0.0,27.38,1997
1997-07-14,0.0,27.09,1997
1997-07-15,0.01,26.82,1997
1997-07-16,0.07,26.86,1997
1997-07-17,0.08,26.48,1997
1997-07-18,0.19,26.12,1997
1997-07-19,0.18,26.52,1997
1997-07-20,1.1,26.16,1997
1997-07-21,0.1,26.27,1997
1997-07-22,0.01,26.93,1997
1997-07-23,0.01,26.89,1997
1997-07-24,0.01,26.84,1997
1997-07-25,0.0,26.79,1997
1997-07-26,0.0,27.07,1997
1997-07-27,0.0,27.07,1997
1997-07-28,0.0,27.35,1997
1997-07-29,0.0,27.04,1997
1997-07-30,0.13,27.25,1997
1997-07-31,1.38,26.76,1997
1997-08-01,0.29,27.02,1997
1997-08-02,0.3,26.64,1997
1997-08-03,0.02,25.41,1997
1997-08-04,0.02,26.04,1997
1997-08-05,0.02,26.9,1997
1997-08-06,0.11,27.16,1997
1997-08-07,0.03,26.81,1997
1997-08-08,0.01,26.7,1997
1997-08-09,0.0,27.76,1997
1997-08-10,0.0,27.97,1997
1997-08-11,0.02,27.47,1997
1997-08-12,0.34,27.0,1997
1997-08-13,0.28,27.01,1997
1997-08-14,0.05,27.39,1997
1997-08-15,0.0,27.34,1997
1997-08-16,0.23,26.53,1997
1997-08-17,0.88,26.25,1997
1997-08-18,0.33,26.29,1997
1997-08-19,0.02,25.79,1997
1997-08-20,0.02,26.26,1997
1997-08-21,0.0,27.18,1997
1997-08-22,0.0,27.72,1997
1997-08-23,0.01,27.54,1997
1997-08-24,0.0,27.39,1997
1997-08-25,0.0,27.34,1997
1997-08-26,0.0,27.87,1997
1997-08-27,0.0,27.88,1997
1997-08-28,0.0,27.64,1997
1997-08-29,0.0,28.0,1997
1997-08-30,0.01,28.47,1997
1997-08-31,0.03,28.21,1997
1997-09-01,0.0,28.14,1997
1997-09-02,0.0,27.97,1997
1997-09-03,0.0,27.84,1997
1997-09-04,0.0,27.99,1997
1997-09-05,0.0,28.51,1997
1997-09-06,0.0,28.53,1997
1997-09-07,0.0,28.24,1997
1997-09-08,0.0,27.96,1997
1997-09-09,0.0,28.21,1997
1997-09-10,0.0,27.86,1997
1997-09-11,0.0,28.29,1997
1997-09-12,0.0,28.26,1997
1997-09-13,0.0,27.91,1997
1997-09-14,0.0,27.89,1997
1997-09-15,0.0,28.35,1997
1997-09-16,0.0,28.64,1997
1997-09-17,0.0,28.7,1997
1997-09-18,0.0,28.06,1997
1997-09-19,0.0,28.4,1997
1997-09-20,0.0,28.84,1997
1997-09-21,0.0,28.53,1997
1997-09-22,0.0,28.51,1997
1997-09-23,0.0,28.49,1997
1997-09-24,0.0,28.08,1997
1997-09-25,0.0,28.23,1997
1997-09-26,0.0,28.61,1997
1997-09-27,0.0,28.73,1997
1997-09-28,0.0,28.53,1997
1997-09-29,0.0,28.22,1997
1997-09-30,0.0,28.83,1997
1997-10-01,0.0,28.86,1997
1997-10-02,0.0,29.2,1997
1997-10-03,0.0,28.98,1997
1997-10-04,0.01,29.55,1997
1997-10-05,0.0,29.17,1997
1997-10-06,0.0,29.48,1997
1997-10-07,0.0,29.3,1997
1997-10-08,0.0,29.59,1997
1997-10-09,0.0,29.06,1997
1997-10-10,0.0,28.65,1997
1997-10-11,0.0,29.38,1997
1997-10-12,0.0,28.89,1997
1997-10-13,0.05,29.3,1997
1997-10-14,0.12,29.5,1997
1997-10-15,0.0,29.26,1997
1997-10-16,0.0,29.2,1997
1997-10-17,0.0,29.32,1997
1997-10-18,0.01,29.69,1997
1997-10-19,1.07,29.3,1997
1997-10-20,0.48,29.0,1997
1997-10-21,0.04,28.98,1997
1997-10-22,0.0,28.93,1997
1997-10-23,0.02,29.03,1997
1997-10-24,0.0,28.8,1997
1997-10-25,0.0,28.8,1997
1997-10-26,0.0,28.25,1997
1997-10-27,0.0,28.67,1997
1997-10-28,0.0,28.66,1997
1997-10-29,0.0,28.97,1997
1997-10-30,0.0,29.11,1997
1997-10-31,0.01,29.01,1997
1997-11-01,0.03,29.75,1997
1997-11-02,0.0,29.84,1997
1997-11-03,0.0,29.63,1997
1997-11-04,0.0,29.76,1997
1997-11-05,0.0,29.73,1997
1997-11-06,0.0,29.99,1997
1997-11-07,0.0,28.63,1997
1997-11-08,0.0,29.02,1997
1997-11-09,0.0,29.22,1997
1997-11-10,0.0,29.31,1997
1997-11-11,0.0,30.01,1997
1997-11-12,0.04,29.83,1997
1997-11-13,0.0,28.39,1997
1997-11-14,0.0,28.77,1997
1997-11-15,0.0,29.34,1997
1997-11-16,0.0,29.76,1997
1997-11-17,0.17,29.18,1997
1997-11-18,0.63,29.18,1997
1997-11-19,0.05,28.92,1997
1997-11-20,0.07,30.09,1997
1997-11-21,0.0,29.34,1997
1997-11-22,0.0,29.48,1997
1997-11-23,0.0,29.34,1997
1997-11-24,0.0,29.38,1997
1997-11-25,0.0,29.63,1997
1997-11-26,0.0,29.42,1997
1997-11-27,0.0,29.58,1997
1997-11-28,0.0,29.42,1997
1997-11-29,0.0,29.1,1997
1997-11-30,0.0,29.47,1997
1997-12-01,0.0,29.77,1997
1997-12-02,0.0,30.02,1997
1997-12-03,0.0,30.16,1997
1997-12-04,0.0,29.83,1997
1997-12-05,0.0,29.88,1997
1997-12-06,0.0,30.24,1997
1997-12-07,0.0,30.04,1997
1997-12-08,0.0,29.42,1997
1997-12-09,0.0,29.59,1997
1997-12-10,0.0,29.54,1997
1997-12-11,0.56,29.79,1997
1997-12-12,0.26,29.92,1997
1997-12-13,0.64,30.06,1997
1997-12-14,0.05,29.13,1997
1997-12-15,0.0,29.88,1997
1997-12-16,0.0,29.55,1997
1997-12-17,0.0,30.02,1997
1997-12-18,0.43,29.67,1997
1997-12-19,0.58,30.24,1997
1997-12-20,3.2,30.25,1997
1997-12-21,2.61,28.03,1997
1997-12-22,3.57,28.47,1997
1997-12-23,0.23,29.13,1997
1997-12-24,0.03,29.19,1997
1997-12-25,0.17,29.37,1997
1997-12-26,0.08,29.57,1997
1997-12-27,0.18,29.38,1997
1997-12-28,0.13,29.73,1997
1997-12-29,0.01,29.87,1997
1997-12-30,0.0,29.54,1997
1997-12-31,2.85,29.56,1997
1998-01-01,4.94,28.98,1998
1998-01-02,1.69,29.27,1998
1998-01-03,1.17,28.53,1998
1998-01-04,0.05,28.78,1998
1998-01-05,0.02,29.24,1998
1998-01-06,0.89,30.43,1998
1998-01-07,0.29,30.56,1998
1998-01-08,0.03,30.15,1998
1998-01-09,0.7,30.15,1998
1998-01-10,1.81,29.65,1998
1998-01-11,2.32,28.63,1998
1998-01-12,3.5,27.94,1998
1998-01-13,0.98,28.93,1998
1998-01-14,0.4,29.98,1998
1998-01-15,0.11,30.34,1998
1998-01-16,2.11,30.01,1998
1998-01-17,0.73,29.75,1998
1998-01-18,3.89,29.49,1998
1998-01-19,16.85,27.97,1998
1998-01-20,20.38,27.7,1998
1998-01-21,2.32,27.2,1998
1998-01-22,0.21,28.44,1998
1998-01-23,0.02,28.87,1998
1998-01-24,2.16,28.78,1998
1998-01-25,6.13,28.59,1998
1998-01-26,6.67,26.89,1998
1998-01-27,11.36,27.92,1998
1998-01-28,4.49,28.6,1998
1998-01-29,0.34,28.54,1998
1998-01-30,0.46,28.42,1998
1998-01-31,0.41,28.7,1998
1998-02-01,7.04,28.72,1998
1998-02-02,6.58,28.57,1998
1998-02-03,0.3,29.33,1998
1998-02-04,0.01,29.48,1998
1998-02-05,0.0,29.71,1998
1998-02-06,0.0,29.71,1998
1998-02-07,0.01,29.34,1998
1998-02-08,0.23,29.55,1998
1998-02-09,0.03,29.32,1998
1998-02-10,0.01,29.54,1998
1998-02-11,0.0,29.73,1998
1998-02-12,0.0,29.61,1998
1998-02-13,0.63,29.69,1998
1998-02-14,2.72,29.39,1998
1998-02-15,0.52,29.03,1998
1998-02-16,0.68,29.45,1998
1998-02-17,0.88,29.92,1998
1998-02-18,1.75,30.19,1998
1998-02-19,0.06,29.69,1998
1998-02-20,0.19,29.3,1998
1998-02-21,0.03,30.76,1998
1998-02-22,0.34,30.92,1998
1998-02-23,0.27,30.88,1998
1998-02-24,3.48,30.51,1998
1998-02-25,0.47,30.31,1998
1998-02-26,0.02,30.6,1998
1998-02-27,0.07,30.61,1998
1998-02-28,0.06,30.1,1998
1998-03-01,0.44,30.36,1998
1998-03-02,0.38,29.76,1998
1998-03-03,0.1,30.78,1998
1998-03-04,0.04,31.04,1998
1998-03-05,0.01,31.11,1998
1998-03-06,0.03,31.12,1998
1998-03-07,0.02,30.83,1998
1998-03-08,0.0,30.88,1998
1998-03-09,3.28,31.23,1998
1998-03-10,0.43,31.21,1998
1998-03-11,0.4,30.43,1998
1998-03-12,3.37,30.67,1998
1998-03-13,0.68,31.65,1998
1998-03-14,0.05,31.82,1998
1998-03-15,0.08,31.77,1998
1998-03-16,5.44,30.58,1998
1998-03-17,5.66,29.76,1998
1998-03-18,2.39,30.52,1998
1998-03-19,6.39,29.46,1998
1998-03-20,5.94,29.42,1998
1998-03-21,4.38,27.93,1998
1998-03-22,3.93,28.09,1998
1998-03-23,8.28,27.66,1998
1998-03-24,8.35,28.41,1998
1998-03-25,1.4,29.02,1998
1998-03-26,0.07,28.8,1998
1998-03-27,3.52,29.28,1998
1998-03-28,8.8,28.78,1998
1998-03-29,0.49,28.88,1998
1998-03-30,0.11,29.55,1998
1998-03-31,0.59,30.22,1998
1998-04-01,2.51,29.21,1998
1998-04-02,5.52,29.3,1998
1998-04-03,1.2,30.13,1998
1998-04-04,0.01,30.34,1998
1998-04-05,0.02,30.02,1998
1998-04-06,0.03,30.2,1998
1998-04-07,0.55,30.55,1998
1998-04-08,0.16,30.96,1998
1998-04-09,0.01,31.4,1998
1998-04-10,0.01,31.21,1998
1998-04-11,0.1,30.65,1998
1998-04-12,0.26,30.95,1998
1998-04-13,3.82,29.47,1998
1998-04-14,0.17,29.49,1998
1998-04-15,0.03,30.64,1998
1998-04-16,0.05,31.13,1998
1998-04-17,0.71,31.27,1998
1998-04-18,0.18,30.65,1998
1998-04-19,0.0,31.26,1998
1998-04-20,0.01,30.7,1998
1998-04-21,0.03,30.34,1998
1998-04-22,0.0,31.13,1998
1998-04-23,0.02,30.59,1998
1998-04-24,0.44,30.78,1998
1998-04-25,0.0,31.06,1998
1998-04-26,0.0,31.39,1998
1998-04-27,0.04,31.42,1998
1998-04-28,0.01,31.29,1998
1998-04-29,0.01,31.45,1998
1998-04-30,0.0,31.34,1998
1998-05-01,0.01,30.83,1998
1998-05-02,0.02,30.99,1998
1998-05-03,0.01,30.61,1998
1998-05-04,0.0,30.42,1998
1998-05-05,0.0,30.62,1998
1998-05-06,0.03,31.13,1998
1998-05-07,0.02,31.37,1998
1998-05-08,0.28,30.93,1998
1998-05-09,2.54,29.7,1998
1998-05-10,5.55,29.59,1998
1998-05-11,0.17,29.74,1998
1998-05-12,0.0,29.73,1998
1998-05-13,0.08,29.66,1998
1998-05-14,0.02,30.06,1998
1998-05-15,0.05,29.95,1998
